NAME,SPECS,PRICE,RATING
"Apple iPhone 6s (Space Grey, 128 GB)","128 GB ROM ,11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",43490,3
"Apple iPhone SE (Space Grey, 16 GB)","16 GB ROM ,10.16 cm (4 inch) Retina Display12MP Rear Camera , 1.2MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year",16999,4
"Apple iPhone 6s (Silver, 16 GB)","16 GB ROM ,11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",41999,4
"Apple iPhone 6s (Silver, 128 GB)","128 GB ROM ,11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",55999,4.3
"Apple iPhone 6s Plus (Gold, 16 GB)","16 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",49999,4
"Apple iPhone 6s (Gold, 128 GB)","128 GB ROM ,11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",55999,4
"Apple iPhone 6s Plus (Space Grey, 128 GB)","128 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",49990,3
"Apple iPhone 6s Plus (Space Grey, 64 GB)","64 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",59999,4
"Apple iPhone 7 Plus (PRODUCT) (Red, 256 GB)","256 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year",73999,4.3
"Apple iPhone 6s Plus (Rose Gold, 128 GB)","128 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",49990,3
"Apple iPhone 6 (Space Grey, 16 GB)","16 GB ROM ,11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera , 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year Manufacturer Warranty",23990,4
"Apple iPhone SE (Rose Gold, 64 GB)","64 GB ROM ,10.16 cm (4 inch) Retina Display12MP Rear Camera , 1.2MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year",24990,4
"Apple iPhone 5C (Yellow, 16 GB)","16 GB ROM ,10.16 cm (4 inch) Retina Display8MP Rear Camera , 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty",29990,2
"Apple iPhone 7 (Jet Black, 32 GB)","32 GB ROM ,11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera , 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year",39900,4.3
"Apple iPhone 7 Plus (Silver, 128 GB)","128 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP + 12MP , 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year",59900,4
"Apple iPhone 5 (White, 16 GB)","16 GB ROM ,10.16 cm (4 inch) Retina Display8MP Rear Camera , 1.2MP Front Camera1 Year Manufacturer Warranty",43750,3
"Apple iPhone 7 Plus (Jet Black, 256 GB)","256 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP + 12MP , 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year",73999,4
"Apple iPhone SE (Gold, 64 GB)","64 GB ROM ,10.16 cm (4 inch) Retina Display12MP Rear Camera , 1.2MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year",27490,4.3
"Apple iPhone XS (Gold, 512 GB)","512 GB ROM ,14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP , 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories",134900,4
"Apple iPhone 6s (Silver, 64 GB)","64 GB ROM ,11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",49999,4
"Apple iPhone 6s Plus (Gold, 128 GB)","128 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",45490,4
"Apple iPhone 4s (Black, 16 GB)","16 GB ROM ,8.89 cm (3.5 inch) NA Display8MP Rear Camera , 0.3MP Front CameraA5 Chip Processor1 Year Manufacturer Warranty",38500,3
"Apple iPhone 4s (White, 8 GB)","8 GB ROM ,8.89 cm (3.5 inch) Retina Display8MP Rear Camera , 0.3MP Front CameraA5 Chip Processor1 Year Manufacturer Warranty",38500,3
"Apple iPhone 5C (White, 32 GB)","32 GB ROM ,10.16 cm (4 inch) Retina Display8MP Rear Camera , 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty",53500,4.3
"Apple iPhone 4s (Black, 8 GB)","8 GB ROM ,8.89 cm (3.5 inch) Display8MP Rear Camera , 0.3MP Front CameraA5 Chip Processor1 Year for Mobile & Accessories",12999,4
"Apple iPhone 6s (Gold, 64 GB)","Grade: Refurbished - Superb64 GB ROM ,4.7 inch Retina HD Display12MP Rear Camera , 5MP Front CameraBatteryA9 Chip with 64-bit Architecture and M9 Motion Co-processor,�Seller warranty of 12 months provided by F1 Info Solutions & Services Pvt Ltd.",17999,4.3
"Apple iPhone 6 Plus (Gold, 64 GB)","64 GB ROM ,13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera , 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty",45999,4
"Apple iPhone 5C (Pink, 16 GB)","16 GB ROM ,10.16 cm (4 inch) Retina Display8MP Rear Camera , 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty",30490,3
"Apple iPhone 6 (Grey, 128 GB)","128 GB ROM ,11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera , 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year Manufacturer Warranty",52000,3
"Realme C2 (Diamond Blue, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 256 GB15.49 cm (6.1 inch) HD+ Display13MP + 2MP , 5MP Front Camera4000 mAh BatteryMediaTek P22 Octa Core 2.0 GHz ProcessorDual Nano SIM slots and Memory Card SlotFace UnlockBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",5999,4.3
"Realme C2 (Diamond Black, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 256 GB15.49 cm (6.1 inch) HD+ Display13MP + 2MP , 5MP Front Camera4000 mAh BatteryMediaTek P22 Octa Core 2.0 GHz ProcessorDual Nano SIM slots and Memory Card SlotFace UnlockBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",5999,4
"Realme 3 (Radiant Blue, 64 GB)","3 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP , 13MP Front Camera4230 mAh BatteryMediaTek Helio P70 Octa Core 2.1 GHz AI ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",9999,4
"Realme 3 (Dynamic Black, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP , 13MP Front Camera4230 mAh BatteryMediaTek Helio P70 Octa Core 2.1 GHz AI ProcessorTriple Slots (Dual SIM + Memory Card)Fingerprint Sensor and Face UnlockBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",8999,4.3
"Realme 3 (Radiant Blue, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP , 13MP Front Camera4230 mAh BatteryMediaTek Helio P70 Octa Core 2.1 GHz AI ProcessorTriple Slots (Dual SIM + Memory Card)Fingerprint Sensor and Face UnlockBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",8999,4
"Realme 3 (Radiant Blue, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP , 13MP Front Camera4230 mAh BatteryMediaTek Helio P70 Octa Core 2.1 GHz AI ProcessorTriple Slots (Dual SIM + Memory Card)Fingerprint Sensor and Face UnlockBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",10999,4
"Redmi Note 7S (Onyx Black, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display48MP + 5MP , 13MP Front Camera4000 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",10999,4
"Redmi Note 7S (Sapphire Blue, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display48MP + 5MP , 13MP Front Camera4000 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",10999,4.3
"Realme 3 Pro (Lightning Purple, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display16MP + 5MP , 25MP Front Camera4045 mAh BatteryQualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ProcessorVooC Flash Charge 3.0Dual Nano SIM Slot and Memory Card SlotBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",13999,4
"Realme 3 Pro (Lightning Purple, 128 GB)","6 GB RAM , 128 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display16MP + 5MP , 25MP Front Camera4045 mAh BatteryQualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ProcessorVooC Flash Charge 3.0Dual Nano SIM Slot and Memory Card SlotBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",16999,4
"Realme 3 Pro (Lightning Purple, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display16MP + 5MP , 25MP Front Camera4045 mAh BatteryQualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ProcessorVooC Flash Charge 3.0Dual Nano SIM Slot and Memory Card SlotBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",15999,4
"Realme 3 Pro (Nitro Blue, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display16MP + 5MP , 25MP Front Camera4045 mAh BatteryQualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ProcessorDual Nano SIM Slot and Memory Card SlotVOOC Flash Charge 3.0Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",13999,4.3
"Realme 3 Pro (Nitro Blue, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display16MP + 5MP , 25MP Front Camera4045 mAh BatteryQualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ProcessorDual Nano SIM Slot and Memory Card SlotVOOC Flash Charge 3.0Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",15999,4
"Redmi Note 7S (Ruby Red, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display48MP + 5MP , 13MP Front Camera4000 mAh BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",10999,4
"Redmi Note 7 Pro (Space Black, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display48MP + 5MP , 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",13999,4
"Redmi Note 7 Pro (Neptune Blue, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display48MP + 5MP , 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",13999,4.3
"Redmi Y2 (Blue, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP , 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",7999,4
"Redmi 6 (Rose Gold, 64 GB)","3 GB RAM , 64 GB ROM , Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP + 5MP , 5MP Front Camera3000 mAh Lithium-polymer Battery2.0 GHz Mediatek P22 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",7499,4
"Redmi 6 (Blue, 64 GB)","3 GB RAM , 64 GB ROM , Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP + 5MP , 5MP Front Camera3000 mAh Lithium-polymer Battery2.0 GHz Mediatek P22 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",7499,4
"Redmi Note 6 Pro (Blue, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.9 cm (6.26 inch) FHD+ Display12MP + 5MP , 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",11999,4.3
"Redmi Y2 (Gold, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP , 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",7999,4
"Redmi Y2 (Black, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP , 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",7999,4
Lava A1,"24 MB RAM , 24 MB ROM , Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera800 mAh Battery1 year replacement guarantee for phone & 6 months replacement guarantee for accessories in box (T&C apply)",759,4
Lava A1,"24 MB RAM , 24 MB ROM , Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera800 mAh Battery1 year replacement guarantee for phone & 6 months replacement guarantee for accessories in box (T&C apply)",759,4.3
"Samsung Galaxy A10 (Blue, 32 GB)","2 GB RAM , 32 GB ROM , Expandable Upto 512 GB15.75 cm (6.2 inch) HD+ Display13MP Rear Camera , 5MP Front Camera3400 mAh Lithium-ion BatteryExynos 7884 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",7990,4
"Redmi Go (Black, 16 GB)","1 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) HD Display8MP Rear Camera , 5MP Front Camera3000 mAh Li Polymer BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",4799,4
"Infinix S4 (Twilight Purple, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.77 cm (6.21 inch) HD+ Display13MP + 2MP Depth Sensor + 8MP Wide Angle sensor , 32MP Front Camera4000 mAh Battery2.0 GHz Helio P22 64-bit Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",8999,4.3
"Honor 9N (Sapphire Blue, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP , 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4
"Infinix S4 (Nebula Blue, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.77 cm (6.21 inch) HD+ Display13MP + 2MP Depth Sensor + 8MP Wide Angle sensor , 32MP Front Camera4000 mAh Battery2.0 GHz Helio P22 64-bit Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",8999,4
"Redmi 6A (Gold, 32 GB)","2 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.84 cm (5.45 inch) HD Display13MP Rear Camera3000 mAh BatteryMediateck Processor1 Year Manufacturer Warranty",6725,4
"OPPO A3s (Red, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",10990,4
"OPPO A3s (Purple, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP , 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",10990,4.3
"Infinix Smart 3 Plus (Sapphire Cyan, 32 GB)","2 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.77 cm (6.21 inch) HD+ Display13MP + 2MP + Low Light Sensor , 8MP Front Camera3500 mAh Li-ion Polymer BatteryMediaTek A22 Quad Core 2.0GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",6999,4
"Realme 2 Pro (Black Sea, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display16MP + 2MP , 16MP Front Camera3500 mAh Li-ion BatteryQualcomm Snapdragon 660 Octa Core 1.95GHz AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",12990,4
"Realme 2 Pro (Black Sea, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display16MP + 2MP , 16MP Front Camera3500 mAh Li-ion BatteryQualcomm Snapdragon 660 Octa Core 1.95GHz AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",10990,4
"Realme 2 Pro (Blue Ocean, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display16MP + 2MP , 16MP Front Camera3500 mAh Li-ion BatteryQualcomm Snapdragon 660 Octa Core 1.95GHz AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",10990,4
"Realme 2 Pro (Blue Ocean, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display16MP + 2MP , 16MP Front Camera3500 mAh Li-ion BatteryQualcomm Snapdragon 660 Octa Core 1.95GHz AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",12990,4.3
"Honor 9i (Aurora Blue, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 128 GB14.99 cm (5.9 inch) Full HD+ Display16MP + 2MP , 13MP + 2MP Dual Front Camera3340 mAh BatteryHuawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8999,4
Lava A1,"24 MB RAM , 24 MB ROM , Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera800 mAh Battery1 year replacement guarantee for phone & 6 months replacement guarantee for accessories in box (T&C apply)",759,4
Lava A1,"24 MB RAM , 24 MB ROM , Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera800 mAh Battery1 year replacement guarantee for phone & 6 months replacement guarantee for accessories in box (T&C apply)",759,4
"Vivo Y15 (Burgundy Red, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 2, 8MP , 16MP Front Camera5000 mAh BatteryMediaTek Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",13990,4.3
"Vivo Y15 (Aqua Blue, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 2, 8MP , 16MP Front Camera5000 mAh BatteryMediaTek Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",13990,4
"Honor 9 Lite (Sapphire Blue, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB14.35 cm (5.65 inch) FHD+ Display13MP + 2MP , 13MP + 2MP Dual Front Camera3000 mAh BatteryKirin 659 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",7999,4
"Redmi Note 6 Pro (Red, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.9 cm (6.26 inch) FHD+ Display12MP + 5MP , 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",11999,4.3
"Vivo Y93 (Nebula Purple, 64 GB)","3 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP , 8MP Front Camera4030 mAh Li-ion BatteryMediaTek Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",10990,4
"Moto E5 Plus (Fine Gold, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 128 GB15.24 cm (6 inch) HD+ Display12MP Rear Camera , 5MP Front Camera5000 mAh BatteryQualcomm Snapdragon 430 Processor1 Year Manufacturer Warranty for device and 6 months Manufacturer Warranty for In-Box Accessories including Batteries from the date of purchase.",7999,4
"Redmi 6A (Black, 32 GB)","2 GB RAM , 32 GB ROM , Expandable Upto 128 GB13.84 cm (5.45 inch) HD Display13MP Rear Camera3000 mAh BatteryMediateck Processor1 Year Manufacturer Warranty",6684,4.3
"Redmi Note 6 Pro (Black, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.9 cm (6.26 inch) FHD+ Display12MP + 5MP , 20MP + 2MP Dual Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",13999,4
"Lenovo A5 (Black, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display13MP Rear Camera , 8MP Front Camera4000 mAh BatteryMediaTek MT6739 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",5999,4
"OPPO K1 (Piano Black, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.28 cm (6.41 inch) Display16MP + 2MP , 25MP Front Camera3600 mAh BatteryQualcomm Snapdragon 660 Octa Core 1.95 GHz ProcessorAMOLED DisplayIn-display Fingerprint SensorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",14990,4.3
"OPPO K1 (Astral Blue, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.28 cm (6.41 inch) Display16MP + 2MP , 25MP Front Camera3600 mAh BatteryQualcomm Snapdragon 660 Octa Core 1.95 GHz ProcessorAMOLED DisplayIn-display Fingerprint SensorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",14990,4
"OPPO F11 Pro (Thunder Black, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.51 cm (6.5 inch) FHD+ Display48MP + 5MP , 16MP Front Camera4000 mAh Li-polymer BatteryMediaTek Helio P70 Octa Core 2.1 GHz ProcessorVOOC ChargingPop-up CameraBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",20990,4
"OPPO F11 Pro (Aurora Green, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.51 cm (6.5 inch) FHD+ Display48MP + 5MP , 16MP Front Camera4000 mAh Li-polymer BatteryMediaTek Helio P70 Octa Core 2.1 GHz ProcessorVOOC ChargingPop-up CameraBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",20990,4.3
"Vivo V15 (Frozen Black, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.59 cm (6.53 inch) FHD+ Display12MP (24 Million Photosensitive Units) + 8MP + 5MP 5MP + 8MP , 32MP Front Camera4000 mAh Li-ion BatteryMTK Helio P70 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",19990,4
"Vivo Y17 (Mineral Blue, 128 GB)","4 GB RAM , 128 GB ROM , Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 2, 8MP , 20MP Front Camera5000 mAh Lithium-ion BatteryMTK Helio P35 (MT6765) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",15990,4
"Vivo V15 (Aqua Blue, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB16.59 cm (6.53 inch) FHD+ Display12MP (24 Million Photosensitive Units) + 8MP + 5MP 5MP + 8MP , 32MP Front Camera4000 mAh Li-ion BatteryMTK Helio P70 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",19990,4.3
"Redmi 6 (Gold, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP + 5MP , 5MP Front Camera3000 mAh Lithium-polymer Battery2.0 GHz Mediatek P22 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",6999,4
"Vivo Y91 (Nebula Purple, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP , 8MP Front Camera4030 mAh BatteryQualcomm Snapdragon 439 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",9990,4
"Asus Zenfone Max Pro M1 (Grey, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 2 TB15.21 cm (5.99 inch) Full HD+ Display13MP + 5MP , 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 636 Octa Core ProcessorBrand Warranty of 1 Year Available for Handset and 6 Months for Accessories",7999,4.3
Samsung Guru Music 2,"NA ROM ,5.08 cm (2 inch) NA Display800 mAh Battery0 0 0 208MHz Processor1 Year Manufacturer Warranty",1625,4
"POCO F1 by Xiaomi (Steel Blue, 128 GB)","6 GB RAM , 128 GB ROM , Expandable Upto 256 GB15.7 cm (6.18 inch) FHD+ Display12MP + 5MP , 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 845 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",20999,4
