NAME,SPECS,PRICE,RATING
Karbonn K4000 Plus,"32 MB RAM , 32 MB ROM , Expandable Upto 16 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera4000 mAh Battery1 Year Manufacturer Warranty",1459,3
Gfive Plus Combo of Two Mobiles,"32 MB RAM , 64 MB ROM , Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1050 mAh Battery1 Year Manufacturer Warranty",1199,2.2
Muphone M1000 Plus,"32 MB RAM , 64 MB ROM , Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1700 mAh Battery1 Year Manufacturer Warranty",1149,0
"Alcatel Onetouch Idol X Plus (White, 16 GB)","2 GB RAM , 16 GB ROM ,12.7 cm (5 inch) Full HD Display13.1MP Rear Camera , 2MP Front Camera2500 mAh Lithium Battery1 Year for Mobile & 6 Months for Accessories",14347,2.2
Forme C1Plus,"32 MB RAM , 32 MB ROM , Expandable Upto 16 GB3.66 cm (1.44 inch) QVGA Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer Warranty",629,3
Karbonn K4000 Plus,"32 MB RAM , 32 MB ROM , Expandable Upto 16 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera4000 mAh Battery1 Year Manufacturer Warranty",1474,3
Mafe Omega Plus,"32 MB RAM , 64 MB ROM , Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1050 mAh Battery1 Year Manufacturer Warranty",849,3
Lava KKT Alpha+,Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display1.3MP Rear Camera1800 mAh Li-Ion BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1229,2.2
Forme D8+ Camera with Flash,"32 MB RAM , 32 MB ROM ,4.57 cm (1.8 inch) Display0.8MP Rear Camera1500 mAh Battery6 months manufacturer warranty",655,3
Mafe Omega Plus,"32 MB RAM , 64 MB ROM , Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1050 mAh Battery1 Year Manufacturer Warranty",829,3
Inovu A1s Plus,"32 MB RAM , 32 MB ROM , Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.08MP Rear Camera , 0.08MP Front Camera800 mAh Battery1 Year Manufacturer Warranty",639,3
Inovu A1s Plus,"32 MB RAM , 32 MB ROM , Expandable Upto 32 GB4.57 cm (1.8 inch) VGA Display0.08MP Rear Camera , 0.08MP Front Camera800 mAh Battery1 Year Manufacturer Warranty",639,2.2
"Lava X50 Plus (White and Gold, 32 GB)","2 GB RAM , 32 GB ROM , Expandable Upto 32 GB13.97 cm (5.5 inch) HD Display8MP Rear Camera , 5MP Front Camera2800 mAh Li-Polymer BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",9199,3
Reach Champ Plus Selfie,"16 MB RAM , 16 MB ROM , Expandable Upto 16 GB4.57 cm (1.8 inch) Quarter QVGA Display0.3MP Rear Camera , 0.3MP Front Camera1500 mAh Battery1 Year Manufacturer Warranty",799,3
Intex Turbo S3 Plus,"56 MB RAM , Expandable Upto 64 GB6.1 cm (2.4 inch) Display0.03MP Rear Camera1750 mAh Battery1 Year Waranty by Intex",1264,3
"Sony Xperia XA1 Plus (Gold, 32 GB)","4 GB RAM , 32 GB ROM , Expandable Upto 256 GB13.97 cm (5.5 inch) Full HD Display23MP Rear Camera , 8MP Front Camera3430 mAh BatteryHelio P20 Octa Core 64bit ProcessorBrand Warranty of 1 Year",19990,2.2
"Sony Xperia XA1 Plus (Blue, 32 GB)","4 GB RAM , 32 GB ROM , Expandable Upto 256 GB13.97 cm (5.5 inch) Full HD Display23MP Rear Camera , 8MP Front Camera3430 mAh BatteryHelio P20 Octa Core 64bit Processor1 Year Manufacturer Warranty",19990,2.2
"Sony Xperia XA1 Plus (Black, 32 GB)","4 GB RAM , 32 GB ROM , Expandable Upto 256 GB13.97 cm (5.5 inch) Full HD Display23MP Rear Camera , 8MP Front Camera3430 mAh BatteryHelio P20 Octa Core 64bit Processor1 Year Manufacturer Warranty",16990,2.2
"STK Life Plus S (Grey, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 32 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera , 5MP Front Camera2800 mAh Li-Polymer BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",4899,0
"Apple iPhone 7 Plus (Silver, 128 GB)","128 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP + 12MP , 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year",59900,4
Forme D8+ Camera with Flash,"16 MB RAM , 16 MB ROM ,4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty",655,3
Forme W1+,6.1 cm (2.4 inch) Display0.3MP Rear Camera1500 mAh Battery1 Year Manufacturer Warranty 3 Months Accessories,999,3
Karbonn K96 Plus,"1 MB RAM , 50$$MB ROM ,6.1 cm (2.4 inch) Display1.3MP Rear Camera1800 mAh Battery1 Year",1190,0
GreenBerry W1 Plus,"256 MB RAM , 34.5 KB ROM ,6.6 cm (2.6 inch) Display1.3MP Rear Camera4000 mAh Battery1 Year Manufacturer Warranty",1151,3
"Lava A97 2GB Plus 4G with VoLTE (Black & Gold, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) Display8MP Rear Camera , 5MP Front Camera2350 mAh BatteryBrand Warranty of 2 Year Available for Mobile and 6 Months for Accessories T &C",7699,3
"Adcom Kitkat A40 PLUS 3G (White, 512 MB)","256 MB RAM , 512 MB ROM , Expandable Upto 64 GB10.16 cm (4 inch) WVGA Display2MP Rear Camera , 1.3MP Front Camera1650 mAh Li-Ion Battery1 Year Manufacturer Warranty",2199,3
"Adcom Kitkat A40 PLUS 3G (Black, 512 MB)","256 MB RAM , 512 MB ROM , Expandable Upto 64 GB10.16 cm (4 inch) WVGA Display2MP Rear Camera , 1.3MP Front Camera1650 mAh Li-Ion Battery1 Year Manufacturer Warranty",2199,3
Inovu A1s Plus,"32 MB RAM , 32 MB ROM , Expandable Upto 32 GB4.57 cm (1.8 inch) VGA Display0.08MP Rear Camera , 0.08MP Front Camera800 mAh Battery1 Year Manufacturer Warranty",639,3
Inovu A1s Plus,"32 MB RAM , 32 MB ROM , Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.08MP Rear Camera , 0.08MP Front Camera800 mAh Battery1 Year Manufacturer Warranty",639,3
"OPPO F3 Plus (Gold, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.24 cm (6 inch) Full HD Display16MP Rear Camera , 16MP + 8MP Dual Front Camera4000 mAh BatteryQualcomm MSM8976 Pro Snapdragon 653 octa-core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",16990,4
Forme W1+,"28 MB ROM ,7.11 cm (2.8 inch) Display0.3MP Rear Camera1500 mAh Battery1 Year for Mobile & 3 Months for Accessories?",999,3
Ziox Z304+,"128 MB RAM , 20 MB ROM ,6.1 cm (2.4 inch) Display0.3MP Rear Camera2500 mAh Battery1 Year manufacturing warranty",1099,2.2
"OPPO F3 Plus (Black, 64 GB)","6 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.24 cm (6 inch) Full HD Display16MP Rear Camera , 16MP + 8MP Dual Front Camera4000 mAh BatteryQualcomm MSM8976 Pro Snapdragon 653 octa-core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",16990,4
"OPPO F3 Plus (Black, 64 GB)","4 GB RAM , 64 GB ROM , Expandable Upto 256 GB15.24 cm (6 inch) Full HD Display16MP Rear Camera , 16MP + 8MP Dual Front Camera4000 mAh BatteryQualcomm MSM8976 Pro Snapdragon 653 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",14990,4
"Lenovo Vibe K5 Plus (Gold, 16 GB)","3 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera2750 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 616 Octa Core 1.5GHz ProcessorBrand Warranty of 1 Year",7999,3
"Lenovo Vibe K5 Plus (Silver, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera2750 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 616 ProcessorBrand Warranty of 1 Year",8499,3
"Lenovo Vibe K5 Plus (Dark Grey, 16 GB)","3 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera2750 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 616 Octa Core 1.5GHz ProcessorBrand Warranty of 1 Year",7999,3
"Lenovo Vibe K5 Plus (Golden, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera2750 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 616 ProcessorBrand Warranty of 1 Year",8490,3
Reach Champ Plus Selfie,"16 MB RAM , 16 MB ROM , Expandable Upto 16 GB4.57 cm (1.8 inch) Quarter QVGA Display0.3MP Rear Camera , 0.3MP Front Camera1500 mAh Battery1 Year Manufacturer Warranty",799,3
"STK Life Plus S (Grey, 32 GB)","3 GB RAM , 32 GB ROM , Expandable Upto 32 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera , 5MP Front Camera2800 mAh Li-Polymer BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",4899,0
"HTC Desire 626G Plus (Blue Lagoon, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) HD Display13MP Rear Camera , 5MP Front Camera2000 mAh Li-Polymer BatteryARM Cortex-A53 Octa Core 1.7GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",8999,3
Karbonn K96 Plus,"1 MB RAM , 50$$MB ROM ,6.1 cm (2.4 inch) Display1.3MP Rear Camera1800 mAh Battery1 Year",1190,0
"HTC Desire 526G Plus (Fervor Red, 16 GB)","1 GB RAM , 16 GB ROM , Expandable Upto 32 GB11.94 cm (4.7 inch) quarter HD Display8MP Rear Camera , 2MP Front Camera2000 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",8499,2.2
M-tech G14+,"32 MB RAM , 32 MB ROM , Expandable Upto 8 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty",599,3
Karbonn K44+,Expandable Upto 8 GB4.57 cm (1.8 inch) QVGA Display1.3MP Rear Camera1800 mAh Battery1 Year Manufacturer Warranty,699,3
"HTC Desire 526G Plus (Glossy Black, 16 GB)","1 GB RAM , 16 GB ROM , Expandable Upto 32 GB11.94 cm (4.7 inch) quarter HD Display8MP Rear Camera , 2MP Front Camera2000 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",4990,2.2
"Apple iPhone 7 Plus (Jet Black, 256 GB)","256 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP + 12MP , 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year",73999,4
"Adcom Kitkat A40 PLUS 3G (Black, 512 MB)","256 MB RAM , 512 MB ROM , Expandable Upto 64 GB10.16 cm (4 inch) WVGA Display2MP Rear Camera , 1.3MP Front Camera1650 mAh Li-Ion Battery1 Year Manufacturer Warranty",2199,3
"Adcom Kitkat A40 PLUS 3G (White, 512 MB)","256 MB RAM , 512 MB ROM , Expandable Upto 64 GB10.16 cm (4 inch) WVGA Display2MP Rear Camera , 1.3MP Front Camera1650 mAh Li-Ion Battery1 Year Manufacturer Warranty",2199,3
Cellecor Royal Plus,"32 MB RAM , 32 MB ROM ,6.1 cm (2.4 inch) Display0.3MP Rear Camera1450 mAh Battery1 Year Manufacturer Warranty",990,0
Cellecor Royal Plus,"32 MB RAM , 32 MB ROM ,6.1 cm (2.4 inch) Display0.3MP Rear Camera1450 mAh Battery1 Year Manufacturer Warranty",990,0
Karbonn Sound Master K54 Plus,Expandable Upto 8 GB6.1 cm (2.4 inch) QVGA Display1.3MP Rear Camera1800 mAh Li-Ion Battery1 Year for Mobile & 6 Months for Accessories,1722,4
"Ziox Astra NXT Plus (Black & Red, 4 GB)","512 MB RAM , 4 GB ROM , Expandable Upto 32 GB10.16 cm (4 inch) Display2MP Rear Camera , 0.3MP Front Camera2000 mAh Battery1 Year Manufacturer Warranty",2690,3
"Lava P7+ (Grey, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) HD Display8MP Rear Camera , 5MP Front Camera2500 mAh Li-Polymer BatteryMediatek MTK6580 Quad Core 1.3GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",3999,3
Forme D555+,"32 MB ROM , Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1800 mAh Li-Ion Battery1 Year Manufacturer Warranty",1125,2
"Intex Aqua Q1 Plus (Blue, 8 GB)","512 MB RAM , 8 GB ROM , Expandable Upto 32 GB11.43 cm (4.5 inch) FWVGA Display5MP Rear Camera , 1.3MP Front Camera1600 mAh Li-Ion BatteryMediatek Processor1 Year Manufacturer Warranty",4449,3
Kechaoda K28 Plus,"32 MB RAM , 32 MB ROM , Expandable Upto 16 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera1700 mAh Battery1 year Manufacturer Warranty",1269,3
"Videocon Z52 Thunder Plus (Grey, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) FWVGA Display8MP Rear Camera3000 mAh Battery1 Year Manufacturer Warranty",2999,3
"Karbonn Titanium S1 Plus (Black, 4 GB)","1 GB RAM , 4 GB ROM , Expandable Upto 32 GB10.16 cm (4 inch) WVGA Display5MP Rear Camera , 0.3MP Front Camera1500 mAh Battery1 Year for Mobile & 6 Months for Accessories",5590,3
"Karbonn Titanium Mach One Plus (White/Golden, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 32 GB11.94 cm (4.7 inch) HD Display8MP Rear Camera , 5MP Front Camera1800 mAh Battery1 Year Manufacturer Warranty",5990,3
Intex Eco Plus,"50 KB ROM , Expandable Upto 32 GB11.43 cm (4.5 cm) QVGA Display1.3MP Rear Camera800 mAh Battery1 Year Manufacturer Warranty",920,3
"Intex Cloud Gem Plus (White, 4 GB)","512 MB RAM , 4 GB ROM ,10.16 cm (4 inch) WVGA Display2MP Rear Camera1400 mAh Battery1 Year Manufacturer Warranty",2599,3
"Karbonn Titanium S310 MACHONE PLUS (Dark Blue) (Dark Blue, 8 GB)","2 GB RAM , 8 GB ROM , Expandable Upto 32 GB11.94 cm (4.7 inch) HD Display8MP Rear Camera , 5MP Front Camera1800 mAh Battery1 Year Manufacturer Warranty",4590,3
"Videocon Infinium Z45 Nova Plus (Black, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB11.43 cm (4.5 inch) FWVGA Display5MP Rear Camera , 2MP Front Camera1800 mAh Battery7731 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",3399,3
"Karbonn Titanium Mach One Plus (Dark Blue, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 32 GB11.94 cm (4.7 inch) HD Display8MP Rear Camera1800 mAh Battery1 Year Manufacturer Warranty",3990,3
"Lemon Blaze Plus 502 (Gold, 16 GB)","2 GB RAM , 16 GB ROM ,12.7 cm (5 inch) HD Display8MP Rear Camera , 5MP Front Camera2200 mAh Battery1 Year Brand Warranty",4494,3
Blackzone Force+,"1 MB RAM , Expandable Upto 8 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery12 Months Warranty",629,3
Zen X45+,"32 MB RAM , 32 MB ROM ,6.1 cm (2.4 inch) Display1.3MP Rear Camera1000 mAh Battery1 Year Manufacturing Warranty",959,3
"Zen Admire Curve Plus (Rose Gold, 8 GB)","1 GB RAM , 8 GB ROM ,11.43 cm (4.5 inch) Display5MP Rear Camera1800 mAh Battery1 year",3299,3
I Kall K33 Plus,"32 MB RAM , 64 MB ROM ,6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1800 mAh Battery15 Month  Manufacturer Warranty",799,2
Karbonn K20Plus,Expandable Upto 8 GB6.1 cm (2.4 inch) QVGA Display1.3MP Rear Camera1800 mAh Battery1 Year for Mobile & 6 Months for Accessories,1349,3
"Lenovo Vibe K5 Plus (Dark Grey, 16 GB)","3 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera2750 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 616 Octa Core 1.5GHz ProcessorBrand Warranty of 1 Year",7999,3
"Lenovo Vibe K5 Plus (Silver, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 32 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera2750 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 616 ProcessorBrand Warranty of 1 Year",8499,3
"Lenovo Vibe K5 Plus (Gold, 16 GB)","3 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera , 5MP Front Camera2750 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 616 Octa Core 1.5GHz ProcessorBrand Warranty of 1 Year",7999,3
"Adcom ADCOM Kitkat A-40 Plus 3G Black (Black, 512 MB)","256 MB RAM , 512 MB ROM , Expandable Upto 32 GB10.16 cm (4 inch) HVGA Display2MP Rear Camera , 1.3MP Front Camera1650 mAh Battery1 Year Manufacturer Warranty",2799,2
"Intex Aqua Amaze Plus (Champagne, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB11.94 cm (4.7 inch) FWVGA Display5MP Rear Camera , 5MP Front Camera2000 mAh Battery1 Year",5290,3
Celkon Transformer+,"10 MB RAM , 10 MB ROM , Expandable Upto 16 GB6.1 cm (2.4 inch) Display1.3MP Rear Camera3000 mAh Battery1 Year Manufacturer Warranty",1199,3
Celkon Transformer+,"10 MB RAM , 10 MB ROM , Expandable Upto 16 GB6.1 cm (2.4 inch) Display1.3MP Rear Camera3000 mAh Battery1 Year Manufacturer Warranty",1399,3
"Karbonn A1 Plus Champ (Black, 512 MB)","256 MB RAM , 512 MB ROM , Expandable Upto 32 GB8.89 cm (3.5 inch) HVGA Display3MP Rear Camera1300 mAh Battery1 Year for Mobile & 6 Months for Accessories",2499,3
Inovu A1s Plus Pack of Three Mobiles,"32 MB RAM , 32 MB ROM , Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display0.08MP Rear Camera800 mAh Battery1 Year Manufacturer Warranty",2045,0
Inovu A1s Plus Pack of Three Mobiles,"32 MB RAM , 32 MB ROM , Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display0.08MP Rear Camera , 0.08MP Front Camera800 mAh Battery1 Year Manufacturer Warranty",2045,2.2
"Karbonn Titanium S310 MACHONE PLUS (Dark Blue) (Dark Blue, 8 GB)","2 GB RAM , 8 GB ROM , Expandable Upto 32 GB11.94 cm (4.7 inch) HD Display8MP Rear Camera , 5MP Front Camera1800 mAh Battery1 Year Manufacturer Warranty",4590,3
Lava KKT 28 PLUS,Expandable Upto 16 GB7.11 cm (2.8 inch) QVGA Display1.3MP Rear Camera1800 mAh Li-Ion BatteryBrand Warranty of 1 Year,1199,3
"Karbonn Titanium S1 Plus (Black, 4 GB)","1 GB RAM , 4 GB ROM , Expandable Upto 32 GB10.16 cm (4 inch) WVGA Display5MP Rear Camera , 0.3MP Front Camera1500 mAh Battery1 Year for Mobile & 6 Months for Accessories",5590,3
"Karbonn Titanium Mach One Plus (Dark Blue, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 32 GB11.94 cm (4.7 inch) HD Display8MP Rear Camera1800 mAh Battery1 Year Manufacturer Warranty",3990,3
"Intex Cloud Gem Plus (White, 4 GB)","512 MB RAM , 4 GB ROM ,10.16 cm (4 inch) WVGA Display2MP Rear Camera1400 mAh Battery1 Year Manufacturer Warranty",2599,3
"Micromax Canvas Juice 3 Plus (Cosmic Grey, 16 GB)","2 GB RAM , 16 GB ROM ,13.97 cm (5.5 inch) HD Display8MP Rear Camera4000 mAh Battery1 Year Manufacturer Warranty",5990,3
"Karbonn Titanium Mach One Plus (White/Golden, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 32 GB11.94 cm (4.7 inch) HD Display8MP Rear Camera , 5MP Front Camera1800 mAh Battery1 Year Manufacturer Warranty",5990,2.2
Karbonn Sound Master K54 Plus,Expandable Upto 8 GB6.1 cm (2.4 inch) QVGA Display1.3MP Rear Camera1800 mAh Li-Ion Battery1 Year for Mobile & 6 Months for Accessories,1722,4
Forme N5+ Selfie with Wireless FM,"4.57 cm (1.8 inch) Display0.8MP Rear Camera , 0.3MP Front Camera850 mAh Battery1 Year Forme India Warranty",655,3
Celkon Power +,"10 MB RAM , 1 MB ROM ,6.1 cm (2.4 inch) Display1.3MP Rear Camera3000 mAh Battery1Year Celkon Warranty",1250,2.2
"Videocon Infinium Z45 Nova Plus (Black, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB11.43 cm (4.5 inch) FWVGA Display5MP Rear Camera , 2MP Front Camera1800 mAh Battery7731 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",3399,3
Intex Eco Plus,"50 KB ROM , Expandable Upto 32 GB11.43 cm (4.5 cm) QVGA Display1.3MP Rear Camera800 mAh Battery1 Year Manufacturer Warranty",920,3
M-tech ATOM PLUS,"32 MB RAM , 32 MB ROM , Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera3000 mAh Battery1 Year Manufacturer Warranty For Phone And 6 Months Warranty For In The Box Accessories",1450,3
M-tech ATOM PLUS,"32 MB RAM , 32 MB ROM , Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera3000 mAh Battery1 Year Manufacturer Warranty For Phone And 6 Months Warranty For In The Box Accessories",1499,3
"Adcom ADCOM Kitkat A-40 Plus 3G Black (Black, 512 MB)","256 MB RAM , 512 MB ROM , Expandable Upto 32 GB10.16 cm (4 inch) HVGA Display2MP Rear Camera , 1.3MP Front Camera1650 mAh Battery1 Year Manufacturer Warranty",2799,2.2
"Okwu Pi Plus (Blue, 16 GB)","3 GB RAM , 16 GB ROM , Expandable Upto 64 GB12.7 cm (5 inch) Full HD Display13MP Rear Camera , 8MP Front Camera2500 mAh BatterySnapdragon Processor6 Months Warranty",5488,3
I Kall K33 Plus,"32 MB RAM , 64 MB ROM ,6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1800 mAh Battery15 Month  Manufacturer Warranty",799,2
Gfive Plus Combo of Two Mobiles,"32 MB RAM , 64 MB ROM , Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1050 mAh Battery1 Year Manufacturer Warranty",1199,2.2
Celkon Transformer+,"10 MB RAM , 10 MB ROM , Expandable Upto 16 GB6.1 cm (2.4 inch) Display1.3MP Rear Camera3000 mAh Battery1 Year Manufacturer Warranty",1399,3
Citycall M9+,"64 MB RAM , 64 MB ROM ,7.11 cm (2.8 inch) Display1.3MP Rear Camera2500 mAh Battery6 Months",1060,3
"Intex Aqua Amaze Plus (Champagne, 8 GB)","1 GB RAM , 8 GB ROM , Expandable Upto 32 GB11.94 cm (4.7 inch) HD Display5MP Rear Camera , 5MP Front Camera2000 mAh Li-Ion BatterySC9832A ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",5290,3
"Samsung Galaxy J4 Plus (Blue, 32 GB)","2 GB RAM , 32 GB ROM , Expandable Upto 512 GB15.24 cm (6 inch) HD+ Display13MP Rear Camera , 5MP Front Camera3300 mAh Lithium-ion BatteryQualcomm Snapdragon SD425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",8490,4
"Honor Holly 2 Plus (White, 16 GB)","2 GB RAM , 16 GB ROM , Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera , 5MP Front Camera4000 mAh Li-Polymer BatteryARM Cortex-A53 MTK MT6735P Quad Core 1.3GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",8499,2.2
"Apple iPhone 7 Plus (Black, 256 GB)","256 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP + 12MP , 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year",73999,4
"Apple iPhone 6s Plus (Rose Gold, 16 GB)","16 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",49999,4
"Apple iPhone 6s Plus (Silver, 128 GB)","128 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",49990,3
"Apple iPhone 6s Plus (Rose Gold, 64 GB)","64 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",59999,4
"Apple iPhone 6s Plus (Gold, 16 GB)","16 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",49999,4
"Apple iPhone 7 Plus (PRODUCT) (Red, 256 GB)","256 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year",73999,2.2
"Apple iPhone 6s Plus (Gold, 64 GB)","64 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",59999,4
"Apple iPhone 6s Plus (Space Grey, 64 GB)","64 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",59999,4
Celkon Spark+,"32 MB RAM ,6.1 cm (2.4 inch) Display1.3MP Rear Camera1800 mAh Battery1Year Celkon Warranty",1100,3
Citycall M9+,"64 MB RAM , 64 MB ROM ,5.59 cm (2.2 inch) Display1.3MP Rear Camera1000 mAh Battery6 Months",998,3
"Apple iPhone 6s Plus (Silver, 64 GB)","64 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",59999,4
"Lava 405Plus (Black, 4 GB)","512 MB RAM , 4 GB ROM , Expandable Upto 32 GB10.16 cm (4 inch) WVGA Display5MP Rear Camera , 0.3MP Front Camera1400 mAh Li-Ion Battery1 Year for Mobile & 6 Months for Accessories",6999,3
"One Plus 5 (Black, 128 GB)","8 GB RAM , 128 GB ROM ,13.97 cm (5.5 inch) Display20MP Rear Camera3300 mAh Battery1 Year Warranty",31999,3
"Apple iPhone 6s Plus (Rose Gold, 128 GB)","128 GB ROM ,13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera , 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year",49990,3
